fain_id,nf_name,pdf_name,rep_type,rep_date,download_record
43505,LIFE CARE CENTER OF KENNEWICK,Life Care Center of Kennewick 505080 (IDR Results) June 2017.pdf,Informal Dispute Resolution Letter,Jun-17,Tue Mar 17 15:25:43 2020
43505,LIFE CARE CENTER OF KENNEWICK,"Life Care Center of Kennewick 505080 (IDR Results, Rescinded Civil Fine) May 2017.pdf",Informal Dispute Resolution Letter,May-17,Tue Mar 17 15:25:44 2020
43505,LIFE CARE CENTER OF KENNEWICK,Life Care Center of Kennewick 505080 Scheduling Letter May 17.pdf,Informal Dispute Resolution Letter,May-17,Tue Mar 17 15:25:45 2020
43505,LIFE CARE CENTER OF KENNEWICK,Life Care Center of Kennewick 505080 Scheduling Letter Paper Review March 17.pdf,Informal Dispute Resolution Letter,Mar-17,Tue Mar 17 15:25:47 2020
43505,LIFE CARE CENTER OF KENNEWICK,R Life Care Center of Kennewick complaint 3FLE11 03-05-2019-st.pdf,Inspection,May-19,Tue Mar 17 15:25:50 2020
43505,LIFE CARE CENTER OF KENNEWICK,R Life Care Center of Kennewick HBI611 complaint 04-12-2018 - aa.pdf,Inspection,Jun-18,Tue Mar 17 15:25:54 2020
43505,LIFE CARE CENTER OF KENNEWICK,LIFE CARE CENTER OF KENNEWICK B7HF12.pdf,Inspection,Apr-17,Tue Mar 17 15:25:56 2020
43505,LIFE CARE CENTER OF KENNEWICK,R Life Care Center of Kennewick CYAB11 complaint 06-21-2019 - cc.pdf,Investigation,Aug-19,Tue Mar 17 15:25:57 2020
43505,LIFE CARE CENTER OF KENNEWICK,R Life Care Center of Kennewick complaint 14LO11 05-31-2019-st.pdf,Investigation,Aug-19,Tue Mar 17 15:25:58 2020
43505,LIFE CARE CENTER OF KENNEWICK,R Life Care Center of Kennewick complaint Q0LC11 04-15-2019-st.pdf,Investigation,May-19,Tue Mar 17 15:26:00 2020
43505,LIFE CARE CENTER OF KENNEWICK,R Life Care Center of Kennewick complaint GBLJ11 12-06-2018-st.pdf,Investigation,Jan-19,Tue Mar 17 15:26:01 2020
43505,LIFE CARE CENTER OF KENNEWICK,R Life Care Center of Kennewick NM1J11 complaint 06-06-2018 - aa.pdf,Investigation,Jul-18,Tue Mar 17 15:26:02 2020
43505,LIFE CARE CENTER OF KENNEWICK,R LIFE CARE CENTER OF KENNEWICK NFO911 complaint 02-21-18 em.pdf,Investigation,Mar-18,Tue Mar 17 15:26:04 2020
43505,LIFE CARE CENTER OF KENNEWICK,R life care center of kennewick wm3r11 complaint 7-26-17 - hd.pdf,Investigation,Aug-17,Tue Mar 17 15:26:06 2020
43505,LIFE CARE CENTER OF KENNEWICK,LIFE CARE CENTER OF KENNEWICK B70S12.pdf,Investigation,Aug-17,Tue Mar 17 15:26:07 2020
43505,LIFE CARE CENTER OF KENNEWICK,R Life Care Center of Kennewick complaint 06-14-2017.pdf,Investigation,Jun-17,Tue Mar 17 15:26:09 2020
43505,LIFE CARE CENTER OF KENNEWICK,LIFE CARE CENTER OF KENNEWICK 7Q8512.pdf,Investigation,Apr-17,Tue Mar 17 15:26:11 2020
43505,LIFE CARE CENTER OF KENNEWICK,R Life Care Center of Kennewick complaint 03-10-2017 - hd.pdf,Investigation,Mar-17,Tue Mar 17 15:26:15 2020
43507,LIFE CARE CENTER OF RICHLAND,"Life Care Center of Richland (GG, CMP, CF) 2 11 20.pdf",Enforcement Letter,Feb-20,Tue Mar 17 15:26:20 2020
43507,LIFE CARE CENTER OF RICHLAND,"Life Care of Richland (G, CMP, CF) 12 13 19.pdf",Enforcement Letter,Dec-19,Tue Mar 17 15:26:22 2020
43507,LIFE CARE CENTER OF RICHLAND,Life Care of Richland (Hx E prior D) 8 29 19.pdf,Enforcement Letter,Sep-19,Tue Mar 17 15:26:23 2020
43507,LIFE CARE CENTER OF RICHLAND,Life Care of Richland (Hx D prior G) 3 29 19.pdf,Enforcement Letter,Apr-19,Tue Mar 17 15:26:24 2020
43507,LIFE CARE CENTER OF RICHLAND,"Life Care of Richland (G, CMP, CF) 3 1 19.pdf",Enforcement Letter,Mar-19,Tue Mar 17 15:26:25 2020
43507,LIFE CARE CENTER OF RICHLAND,"Life Care of Richland (Hx, E, prior Past Non, prior E, CMP) 7 11 18.pdf",Enforcement Letter,Jul-18,Tue Mar 17 15:26:27 2020
43507,LIFE CARE CENTER OF RICHLAND,"Life Care of Richland (Hx, Past Non, prior E, CMP) 6 14 18.pdf",Enforcement Letter,Jun-18,Tue Mar 17 15:26:28 2020
43507,LIFE CARE CENTER OF RICHLAND,"Life Care Center of Richland (GG, CMP, CF) 11 22 17.pdf",Enforcement Letter,Dec-17,Tue Mar 17 15:26:29 2020
43507,LIFE CARE CENTER OF RICHLAND,"Life Care of Richland (GG, CMP, CF) 8 30 17.pdf",Enforcement Letter,Sep-17,Tue Mar 17 15:26:31 2020
43507,LIFE CARE CENTER OF RICHLAND,"Life Care of Richland (Hx G prior G,  CMP, CF) 6 17.pdf",Enforcement Letter,Jul-17,Tue Mar 17 15:26:32 2020
43507,LIFE CARE CENTER OF RICHLAND,"Life Care of Richland (G, CMP, CF) 6 17.pdf",Enforcement Letter,Jun-17,Tue Mar 17 15:26:33 2020
43507,LIFE CARE CENTER OF RICHLAND,R Life Care Center of Richland DFVU11 survey 8-29-2019 - KM.pdf,Inspection,Nov-19,Tue Mar 17 15:26:37 2020
43507,LIFE CARE CENTER OF RICHLAND,R LIFE CARE CENTER OF RICHLAND B65V11 inspection 09-18-2018 - cc.pdf,Inspection,Oct-18,Tue Mar 17 15:26:38 2020
43507,LIFE CARE CENTER OF RICHLAND,R Life Care Center of Richland 01MR11 complaint 08-30-2017 - aa.pdf,Inspection,Oct-17,Tue Mar 17 15:26:40 2020
43507,LIFE CARE CENTER OF RICHLAND,LIFE CARE CENTER OF RICHLAND LHED12.pdf,Investigation,May-19,Tue Mar 17 15:26:42 2020
43507,LIFE CARE CENTER OF RICHLAND,R LIFE CARE CENTER OF RICHLAND 0C8911 complaint 03-01-2019 - cc.pdf,Investigation,May-19,Tue Mar 17 15:26:43 2020
43507,LIFE CARE CENTER OF RICHLAND,R LIFE CARE CENTER OF RICHLAND LHED11 complaint 03-29-2019 - cc.pdf,Investigation,Mar-19,Tue Mar 17 15:26:44 2020
43507,LIFE CARE CENTER OF RICHLAND,LIFE CARE CENTER OF RICHLAND WBKE12.pdf,Investigation,Oct-18,Tue Mar 17 15:26:45 2020
43507,LIFE CARE CENTER OF RICHLAND,R LIFE CARE CENTER OF RICHLAND WBKE11 complaint 10-03-2018 - cc.pdf,Investigation,Oct-18,Tue Mar 17 15:26:47 2020
43507,LIFE CARE CENTER OF RICHLAND,LIFE CARE CENTER OF RICHLAND 1LLI12.pdf,Investigation,Aug-18,Tue Mar 17 15:26:48 2020
43507,LIFE CARE CENTER OF RICHLAND,LIFE CARE CENTER OF RICHLAND 7TYD12.pdf,Investigation,Aug-18,Tue Mar 17 15:26:49 2020
43507,LIFE CARE CENTER OF RICHLAND,R LIFE CARE CENTER OF RICHLAND V08Z11 complaint 07-11-2018 - cc.pdf,Investigation,Aug-18,Tue Mar 17 15:26:50 2020
43507,LIFE CARE CENTER OF RICHLAND,R Life Care Center of Richland 7TYD11 Complaint 6.14.18-NF.pdf,Investigation,Jun-18,Tue Mar 17 15:26:52 2020
43507,LIFE CARE CENTER OF RICHLAND,R Life Care Center of Richland CI 1LLI11 5-10-2018 - tj.pdf,Investigation,May-18,Tue Mar 17 15:26:53 2020
43507,LIFE CARE CENTER OF RICHLAND,R life care center of richland qrnp11 complaint 11-22-17 - hd.pdf,Investigation,Dec-17,Tue Mar 17 15:26:55 2020
43507,LIFE CARE CENTER OF RICHLAND,R life care center of richland x37q11 complaint 6-21-17 - hd.pdf,Investigation,Jul-17,Tue Mar 17 15:26:57 2020
43507,LIFE CARE CENTER OF RICHLAND,LIFE CARE CENTER OF RICHLAND WLHF12.pdf,Investigation,Jul-17,Tue Mar 17 15:26:58 2020
43507,LIFE CARE CENTER OF RICHLAND,R Life Care Center of Richland complaint 05-31-2017.pdf,Investigation,May-17,Tue Mar 17 15:27:00 2020
43507,LIFE CARE CENTER OF RICHLAND,6708 Life Care Center of Richland Signed.pdf,Registered Nurse Exception Letter,Sep-18,Tue Mar 17 15:27:01 2020
44102,Regency Canyon Lakes Rehabilitation and Nursing Center,"Regency at Canyon Lakes (GG, CMP CF) 2 21 19.pdf",Enforcement Letter,Mar-19,Tue Mar 17 15:27:07 2020
44102,Regency Canyon Lakes Rehabilitation and Nursing Center,"Regency at Canyon Lakes (Hx G, prior GG, CMP CF) 2 27 19.pdf",Enforcement Letter,Mar-19,Tue Mar 17 15:27:08 2020
44102,Regency Canyon Lakes Rehabilitation and Nursing Center,"Regency Canyon Lakes Rehab and Nursing Center (Hx D prior G, CMP) 12 17 18.pdf",Enforcement Letter,Dec-18,Tue Mar 17 15:27:09 2020
44102,Regency Canyon Lakes Rehabilitation and Nursing Center,Regency Canyon Lakes Rehab & Nursing (Hx D prior D) 7 30 18.pdf,Enforcement Letter,Jul-18,Tue Mar 17 15:27:11 2020
44102,Regency Canyon Lakes Rehabilitation and Nursing Center,Regency at Canyon Lakes Rehab and Nursing Center Withdrawal Letter 0519.pdf,Informal Dispute Resolution Letter,May-19,Tue Mar 17 15:27:16 2020
44102,Regency Canyon Lakes Rehabilitation and Nursing Center,Regency at Canyon Lakes Rehab and Nursing Center Scheduling Letter 0419.pdf,Informal Dispute Resolution Letter,Apr-19,Tue Mar 17 15:27:17 2020
44102,Regency Canyon Lakes Rehabilitation and Nursing Center,r regency canyon lakes rehab and nursing center survey 11-20-2017.pdf,Inspection,Jan-18,Tue Mar 17 15:27:19 2020
44102,Regency Canyon Lakes Rehabilitation and Nursing Center,R Regency Canyon Lakes Rehab and Nursing Center 7DNH11 Complaint 2-27-2019 - nm.pdf,Investigation,Apr-19,Tue Mar 17 15:27:21 2020
44102,Regency Canyon Lakes Rehabilitation and Nursing Center,R Regency Canyon Lakes Rehab and Nursing Center C27L11 Complaint 7-19-2018 -nm.pdf,Investigation,Aug-18,Tue Mar 17 15:27:22 2020
44102,Regency Canyon Lakes Rehabilitation and Nursing Center,REGENCY CANYON LAKES REHAB AND NURSING CENTER 31HQ12.pdf,Investigation,Aug-18,Tue Mar 17 15:27:23 2020
44102,Regency Canyon Lakes Rehabilitation and Nursing Center,R Regency Canyon Lakes Rehab and Nursing Center 31HQ11 complaint 06-20-2018 - cc.pdf,Investigation,Jun-18,Tue Mar 17 15:27:24 2020
44102,Regency Canyon Lakes Rehabilitation and Nursing Center,r regency kennewick rehab & nursing center BIC complaint 7-7-2017.pdf,Investigation,Jul-17,Tue Mar 17 15:27:25 2020
44102,Regency Canyon Lakes Rehabilitation and Nursing Center,r regency kennewick rehab & nursing center investigation 6-14-2017.pdf,Investigation,Jun-17,Tue Mar 17 15:27:28 2020
43572,RICHLAND REHABILITATION CENTER,"Richland Rehab (G, CMP, CF) 6 27 19.pdf",Enforcement Letter,Jul-19,Tue Mar 17 15:27:33 2020
43572,RICHLAND REHABILITATION CENTER,"Richland Rehab (D prior D, CMP) 10 18 17.pdf",Enforcement Letter,Oct-17,Tue Mar 17 15:27:35 2020
43572,RICHLAND REHABILITATION CENTER,Richland Rehab 505514 (IDR Results) Jan 2020.pdf,Informal Dispute Resolution Letter,Jan-20,Tue Mar 17 15:27:41 2020
43572,RICHLAND REHABILITATION CENTER,Richland Rehabilitation Center 505514 Scheduling Letter SOD 103019.pdf,Informal Dispute Resolution Letter,Dec-19,Tue Mar 17 15:27:42 2020
43572,RICHLAND REHABILITATION CENTER,Richland Rehabilitation Center 505514 IDR Denial Letter 0719.pdf,Informal Dispute Resolution Letter,Jul-19,Tue Mar 17 15:27:43 2020
43572,RICHLAND REHABILITATION CENTER,R Richland Rehabilitation Center B5TV11 Complaint 5-10-18 - cc.pdf,Inspection,Jul-18,Tue Mar 17 15:27:46 2020
43572,RICHLAND REHABILITATION CENTER,r richland rehab center BIC inspection 7-27-2017.pdf,Inspection,Jul-17,Tue Mar 17 15:27:47 2020
43572,RICHLAND REHABILITATION CENTER,r richland rehab center survey 6-14-17.pdf,Inspection,Jun-17,Tue Mar 17 15:27:50 2020
43572,RICHLAND REHABILITATION CENTER,R RICHLAND REHABILITATION CENTER survey DONJ11 10-30-2019 - LL.pdf,Investigation,Dec-19,Tue Mar 17 15:27:51 2020
43572,RICHLAND REHABILITATION CENTER,R Richland Rehabilitation Center ICV611 Complaint 1-18-2019 - nm.pdf,Investigation,Feb-19,Tue Mar 17 15:27:52 2020
43572,RICHLAND REHABILITATION CENTER,R RICHLAND REHABILITATION CENTER GWNE11 10-04-2017 - ks.pdf,Investigation,Nov-17,Tue Mar 17 15:27:54 2020
43572,RICHLAND REHABILITATION CENTER,R Richland Rehab Center 3I8M11 10-18-2017 - ks.pdf,Investigation,Nov-17,Tue Mar 17 15:27:55 2020
45395,Cashmere Care Center,"Cashmere Care Center (D, DCH, CF) 7 31 19.pdf",Enforcement Letter,Aug-19,Tue Mar 17 15:28:00 2020
45395,Cashmere Care Center,"Cashmere Care Center (IJ, R, SUB, CMP, CF) 12 12 18.pdf",Enforcement Letter,Dec-18,Tue Mar 17 15:28:02 2020
45395,Cashmere Care Center,"Cashmere Care Center (G, CMP, CF) 5 25 18.pdf",Enforcement Letter,Jun-18,Tue Mar 17 15:28:03 2020
45395,Cashmere Care Center,"Cashmere Care Center (Hx D, prior G, CMP, CF) 5 25 18.pdf",Enforcement Letter,Jun-18,Tue Mar 17 15:28:04 2020
45395,Cashmere Care Center,"Cashmere Convalescent (G, CMP, CF) 11 7 17.pdf",Enforcement Letter,Nov-17,Tue Mar 17 15:28:05 2020
45395,Cashmere Care Center,Cashmere Care Center 505151 (IDR Results Letter) Nov 2018.pdf,Informal Dispute Resolution Letter,Nov-18,Tue Mar 17 15:28:10 2020
45395,Cashmere Care Center,Cashmere Care Center 505151 IDR scheduling Letter-Phone-Staci.pdf,Informal Dispute Resolution Letter,Sep-18,Tue Mar 17 15:28:11 2020
45395,Cashmere Care Center,R CASHMERE CARE CENTER Q9XK11 complaint 12-12-2018 - cc.pdf,Inspection,Feb-19,Tue Mar 17 15:28:12 2020
45395,Cashmere Care Center,R cashmere convalescent center qw8911 survey 1-31-18 - hd.pdf,Inspection,Mar-18,Tue Mar 17 15:28:17 2020
45395,Cashmere Care Center,CASHMERE CARE CENTER SRSN12.pdf,Investigation,Sep-19,Tue Mar 17 15:28:18 2020
45395,Cashmere Care Center,R Cashmere Care Center SRSN11 Inspection 7.31.19-NF.pdf,Investigation,Jul-19,Tue Mar 17 15:28:19 2020
45395,Cashmere Care Center,R CASHMERE CARE CENTER bic FTBQ12 09-27-2018 - cc.pdf,Investigation,Sep-18,Tue Mar 17 15:28:20 2020
45395,Cashmere Care Center,R Cashmere Care Center 505151 (Amended SOD) Nov 2018 - hd.pdf,Investigation,Aug-18,Tue Mar 17 15:28:23 2020
45395,Cashmere Care Center,R Cashmere Care Center 1X0M11 complaint 5-25-18 - hd.pdf,Investigation,Jul-18,Tue Mar 17 15:28:26 2020
45395,Cashmere Care Center,CASHMERE CARE CENTER DF9112.pdf,Investigation,Jul-18,Tue Mar 17 15:28:27 2020
45395,Cashmere Care Center,R Cashmere Care Center DF9111 complaint 06-21-2018 - cc.pdf,Investigation,Jun-18,Tue Mar 17 15:28:29 2020
45395,Cashmere Care Center,R cashmere convalescent center 2lu311 complaint 11-7-17 - hd.pdf,Investigation,Dec-17,Tue Mar 17 15:28:30 2020
45395,Cashmere Care Center,R cashmere convalescent center hnhj11 complaint 7-27-17 - hd.pdf,Investigation,Sep-17,Tue Mar 17 15:28:32 2020
45395,Cashmere Care Center,6796 Cashmere Care Center Final with Signature.pdf,Registered Nurse Exception Letter,May-19,Tue Mar 17 15:28:33 2020
45395,Cashmere Care Center,6622 Cashmere Convalescent Center Final with Signature.pdf,Registered Nurse Exception Letter,Jan-18,Tue Mar 17 15:28:34 2020
44287,Colonial Vista Post Acute & Rehabilitation Center,Colonial Vista Care Centers (D prior F) 9 5 19.pdf,Enforcement Letter,Sep-19,Tue Mar 17 15:28:39 2020
44287,Colonial Vista Post Acute & Rehabilitation Center,"Colonial Vista (GG, CMP, CF) 5 9 18.pdf",Enforcement Letter,May-18,Tue Mar 17 15:28:41 2020
44287,Colonial Vista Post Acute & Rehabilitation Center,"Colonial Vista (GG, CMP, CF) 3 20 18.pdf",Enforcement Letter,Mar-18,Tue Mar 17 15:28:42 2020
44287,Colonial Vista Post Acute & Rehabilitation Center,"Colonial Vista (G, CMP, CF) 3 17.pdf",Enforcement Letter,Mar-17,Tue Mar 17 15:28:43 2020
44287,Colonial Vista Post Acute & Rehabilitation Center,Colonial Vista Post Acute & Rehab Scheduling Letter May 17.pdf,Informal Dispute Resolution Letter,May-17,Tue Mar 17 15:28:51 2020
44287,Colonial Vista Post Acute & Rehabilitation Center,Colonial Vista Post Acute Care 505413 - IDR Result - May 2017.pdf,Informal Dispute Resolution Letter,May-17,Tue Mar 17 15:28:53 2020
44287,Colonial Vista Post Acute & Rehabilitation Center,R Colonial Vista Post-Acute & Rehab Center F2G511 survey 5-9-18 - hd.pdf,Inspection,Jun-18,Tue Mar 17 15:28:57 2020
44287,Colonial Vista Post Acute & Rehabilitation Center,R COLONIAL VISTA POST-ACUTE & REHAB CENTER bic V5G112 05-01-2017.pdf,Inspection,May-17,Tue Mar 17 15:28:58 2020
44287,Colonial Vista Post Acute & Rehabilitation Center,R COLONIAL VISTA POST-ACUTE & REHAB CENTER complaint 05M911 09-25-2019 - LL.pdf,Investigation,Sep-19,Tue Mar 17 15:28:59 2020
44287,Colonial Vista Post Acute & Rehabilitation Center,R Colonial Vista Post Acute & Rehab Center 90NU11 complaint 10-5-18 - hd.pdf,Investigation,Nov-18,Tue Mar 17 15:29:01 2020
44287,Colonial Vista Post Acute & Rehabilitation Center,R COLONIAL VISTA POST-ACUTE & REHAB CENTER E57K11 complaint 3-20-18 em.pdf,Investigation,Apr-18,Tue Mar 17 15:29:02 2020
44287,Colonial Vista Post Acute & Rehabilitation Center,R colonial vista post-acute & rehab center 3g0o11 complaint 9-22-17 - hd.pdf,Investigation,Oct-17,Tue Mar 17 15:29:04 2020
44158,Regency Wenatchee Rehabilitation and Nursing Center,R Regency Wenatchee Rehabiliation & Nursing Center 3L7I21 Complaint 2-6-2019 - nm.pdf,Inspection,Mar-19,Tue Mar 17 15:29:13 2020
44158,Regency Wenatchee Rehabilitation and Nursing Center,R regency wenatchee rehabilitation & nursing center nygi11 survey 3-7-18 - hd.pdf,Inspection,Apr-18,Tue Mar 17 15:29:18 2020
44158,Regency Wenatchee Rehabilitation and Nursing Center,r regency wenatchee rehab & nursing center bic survey 6-14-17.pdf,Inspection,Jun-17,Tue Mar 17 15:29:19 2020
44158,Regency Wenatchee Rehabilitation and Nursing Center,r regency wenatchee rehab & nursing center survey 4-26-17.pdf,Inspection,Apr-17,Tue Mar 17 15:29:23 2020
44158,Regency Wenatchee Rehabilitation and Nursing Center,R Regency Wenatchee Rhabilitation 3W5I11 Complaint 12-11-2018 - nm.pdf,Investigation,Jan-19,Tue Mar 17 15:29:24 2020
44158,Regency Wenatchee Rehabilitation and Nursing Center,R Regency Wenatchee Rehabiliation UOCC11 Complaint 12-11-2018 - nm.pdf,Investigation,Oct-18,Tue Mar 17 15:29:26 2020
44158,Regency Wenatchee Rehabilitation and Nursing Center,R Regency Wenatchee Rehabiliation KQQK11 Complaint 6-1-2018 - nm.pdf,Investigation,Jul-18,Tue Mar 17 15:29:27 2020
44158,Regency Wenatchee Rehabilitation and Nursing Center,R REGENCY WENATCHEE REHAB & NURSING CENTER BFCL11 complaint 12-06-17 em.pdf,Investigation,Jan-18,Tue Mar 17 15:29:28 2020
43498,AVAMERE OLYMPIC REHABILITATION OF SEQUIM,"Avamere Olympic of Sequim (Hx F, prior D) 11 14 19.pdf",Enforcement Letter,Nov-19,Tue Mar 17 15:29:34 2020
43498,AVAMERE OLYMPIC REHABILITATION OF SEQUIM,"Avamere Olympic of Sequim (FP, prior D, CMP, CF) 12 27 18.pdf",Enforcement Letter,Jan-19,Tue Mar 17 15:29:35 2020
43498,AVAMERE OLYMPIC REHABILITATION OF SEQUIM,"Avamere Olympic of Sequim Amended (G, CMP, CF) 10 24 18.pdf",Enforcement Letter,Dec-18,Tue Mar 17 15:29:36 2020
43498,AVAMERE OLYMPIC REHABILITATION OF SEQUIM,"Avamere OLympic of Sequim (IJ, R, CMP, CF) 7 17.pdf",Enforcement Letter,Jul-17,Tue Mar 17 15:29:37 2020
43498,AVAMERE OLYMPIC REHABILITATION OF SEQUIM,R Avamere Olympia Rehabilitation of Sequim complaint FI7N11 10-24-2018.pdf,Inspection,Feb-19,Tue Mar 17 15:29:46 2020
43498,AVAMERE OLYMPIC REHABILITATION OF SEQUIM,AVAMERE OLYMPIC REHABILITATION OF SEQUIM JX6T11.pdf,Inspection,Oct-18,Tue Mar 17 15:29:48 2020
